phase,windows,decisions,status,access_rx_packets,core_tx_packets,app_qer_meter_red_packets,mean_offered_mbps,mean_delivered_mbps,mean_policing_ratio,pdr_fail,far_fail,bad_route,n3_rx_drops,n6_tx_drops,action_count,fallback_count,tool_failure_count,mean_decision_latency_ms,mean_total_tokens,notes
A,6,6,OK,22857067,22857066,0,627.8074242666667,518.093496,0.0,0,0,0,0,0,0,0,0,2445.7072814305625,909,clean
B,6,6,OK,34285621,23607119,9480295,941.7117074666667,535.0946973333333,0.27650936456741926,0,0,0,0,0,1,0,0,3423.8346417744956,1075,clean
C,6,6,OK,39999918,25528575,11296186,1098.6644144000002,578.6477,0.2824052289307193,0,0,0,0,0,1,0,0,2846.864620844523,1031.3333333333333,clean
D,6,6,OK,22857067,22857066,0,627.8074242666667,518.093496,0.0,0,0,0,0,0,1,0,0,2576.390862464905,914.3333333333334,clean
