experiment,controller_group,model,gpu,prefix_cache,run,phase,health_status,duration_s,windows,offered_mbps,delivered_mbps,access_rx_packets,core_tx_packets,app_qer_red_packets,policing_ratio,pdr_fail,far_fail,bad_route,n3_rx_drops,n6_tx_drops,action_count,fallback_count,tool_failure_count,oscillation_count,mean_llm_latency_ms,mean_total_tokens,notes,source_campaign
e3_greedy,baseline,,,,run_06,D,OK,84.0,,627.8072754666667,518.0933826666667,22857061.0,22857061.0,0,0.0,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_07,A,OK,85.0,,627.8072754666667,518.0933826666667,22857061.0,22857061.0,0,0.0,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_07,B,WARN,86.0,,941.6949962666666,562.1290946666667,34285012.0,24799813.0,9485199,0.2766573043637844,0,0,0,608,0,,,,,,,"tiny NIC drops n3_rx=608, n6_tx=0, rate=0.000010",/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_07,C,OK,86.0,,1098.6640138666667,650.2298946666666,39999904.0,28686613.0,11313290,0.28283293586986946,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_07,D,OK,84.0,,627.8072754666667,518.0933826666667,22857061.0,22857061.0,0,0.0,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_08,A,OK,86.0,,627.8072754666667,518.0933826666667,22857061.0,22857061.0,0,0.0,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_08,B,OK,84.0,,941.711696,562.149948,34285620.0,24800733.0,9484887,0.27664329826907025,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_08,C,OK,84.0,,1098.6640138666667,650.2390066666667,39999904.0,28687015.0,11312888,0.2828228858454982,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_08,D,OK,85.0,,627.8072754666667,518.0933826666667,22857061.0,22857061.0,0,0.0,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_09,A,OK,84.0,,627.8072754666667,518.0933826666667,22857061.0,22857061.0,0,0.0,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_09,B,OK,84.0,,941.711696,562.1435106666667,34285620.0,24800449.0,9485171,0.27665158162518283,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_09,C,WARN,84.0,,1098.6434413333332,650.1921546666666,39999155.0,28684948.0,11314206,0.28286113251295264,0,0,0,749,0,,,,,,,"tiny NIC drops n3_rx=749, n6_tx=0, rate=0.000011",/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_09,D,OK,85.0,,627.8072754666667,518.0933826666667,22857061.0,22857061.0,0,0.0,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_10,A,OK,84.0,,627.8072754666667,518.0933826666667,22857061.0,22857061.0,0,0.0,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_10,B,OK,84.0,,941.7117074666667,562.138252,34285621.0,24800217.0,9485403,0.2766583483104579,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_10,C,WARN,84.0,,1098.6374146666667,650.185264,39998935.0,28684644.0,11314291,0.28286480627546706,0,0,0,968,0,,,,,,,"tiny NIC drops n3_rx=968, n6_tx=0, rate=0.000014",/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e3_greedy,baseline,,,,run_10,D,OK,84.0,,627.8072869333333,518.0933826666667,22857062.0,22857061.0,0,0.0,0,0,0,0,0,,,,,,,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260509_baselines_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_01,A,OK,60,6,627.8080834666666,518.09404,22857091,22857090,0,0.0,0,0,0,0,0,0,0,0,0,3751.724044481913,793,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_01,B,WARN,60,6,941.7020552,531.470388,34285269,23447223,9477754,0.27643808291450117,0,0,0,375,0,6,0,0,4,4418.603142102559,927.1666666666666,tiny NIC drops 0.000006,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_01,C,WARN,60,6,1098.6610749333333,585.7240293333333,39999797,25840766,11293298,0.2823338893832764,0,0,0,122,0,6,0,0,4,4562.375903129578,938.1666666666666,tiny NIC drops 0.000002,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_01,D,WARN,60,6,627.8080949333333,518.09404,22857092,22857090,0,0.0,0,0,0,0,0,1,2,0,0,3931.1369260152183,812.8333333333334,fallback used,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_02,A,OK,60,6,627.8080834666666,518.09404,22857091,22857090,0,0.0,0,0,0,0,0,0,0,0,0,4090.058922767639,800.5,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_02,B,WARN,60,6,941.7122568,531.4833306666667,34285641,23447794,9477556,0.27642931559634526,0,0,0,4,0,6,0,0,4,4374.285618464152,925.8333333333334,tiny NIC drops 0.000000,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_02,C,OK,60,6,1098.6644258666668,585.7320533333334,39999919,25841120,11292998,0.28232552876733397,0,0,0,0,0,6,0,0,4,4580.764532089233,938.3333333333334,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_02,D,WARN,60,6,627.8080834666666,518.09404,22857091,22857090,0,0.0,0,0,0,0,0,1,4,0,0,4005.2703221639,833.6666666666666,fallback used,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_03,A,WARN,60,6,627.8045402666667,518.0911159999999,22856962,22856961,0,0.0,0,0,0,129,0,0,0,0,0,3945.687691370646,798.1666666666666,tiny NIC drops 0.000003,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_03,B,OK,60,6,941.7123666666668,531.443324,34285645,23446029,9479798,0.2764946751474174,0,0,0,0,0,6,0,0,4,4504.746317863464,926.5,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_03,C,OK,60,6,1098.6644258666668,585.8534786666667,39999919,25846477,11287813,0.2821959035016022,0,0,0,0,0,6,0,0,4,4562.89001305898,938.1666666666666,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_03,D,WARN,60,6,627.8076325333333,518.0936773333333,22857074,22857074,0,0.0,0,0,0,0,0,0,6,0,0,3955.889582633972,838.3333333333334,fallback used,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_04,A,OK,60,6,627.8074242666667,518.093496,22857067,22857066,0,0.0,0,0,0,0,0,0,0,0,0,3743.9564863840737,795,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_04,B,WARN,60,6,941.5877664,531.4001666666667,34281108,23444125,9477454,0.27646287744298303,0,0,0,4512,0,6,0,0,4,4460.445880889893,926.6666666666666,tiny NIC drops 0.000078,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_04,C,OK,60,6,1098.6644258666668,585.6748426666667,39999919,25838596,11295470,0.28238732889402424,0,0,0,0,0,6,0,0,4,4665.960431098938,940.1666666666666,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_04,D,WARN,60,6,627.8074242666667,518.093496,22857067,22857066,0,0.0,0,0,0,0,0,1,3,0,0,3950.3461122512817,827.1666666666666,fallback used,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_05,A,WARN,60,6,627.7792549333333,518.07024,22856042,22856040,0,0.0,0,0,0,1026,0,0,0,0,0,3763.7802362442017,796.1666666666666,tiny NIC drops 0.000022,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_05,B,OK,60,6,941.7117074666667,531.4976106666667,34285621,23448424,9476503,0.27639876426326837,0,0,0,0,0,6,0,0,4,4453.663150469462,924.8333333333334,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_05,C,OK,60,6,1098.6644258666668,585.6639173333333,39999919,25838114,11295974,0.28239992891985427,0,0,0,0,0,6,0,0,4,4598.488171895345,939,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_05,D,WARN,60,6,627.8074242666667,518.093496,22857067,22857066,0,0.0,0,0,0,0,0,0,6,0,0,3959.0371449788413,840,fallback used,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_06,A,OK,60,6,627.8074242666667,518.093496,22857067,22857066,0,0.0,0,0,0,0,0,0,0,0,0,3770.5109119415283,795,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_06,B,OK,60,6,941.7117074666667,531.4756013333333,34285621,23447453,9478087,0.27644496439031874,0,0,0,0,0,6,0,0,4,4425.013184547424,925,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_06,C,OK,60,6,1098.6644258666668,585.572956,39999919,25834101,11300113,0.2825034041319785,0,0,0,0,0,6,0,0,4,4605.84835211436,939.6666666666666,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_06,D,WARN,60,6,627.8074128,518.093496,22857066,22857066,0,0.0,0,0,0,0,0,0,6,0,0,3970.547159512838,839,fallback used,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_07,A,OK,60,6,627.8074242666667,518.093496,22857067,22857066,0,0.0,0,0,0,0,0,0,0,0,0,3775.0843365987143,795,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_07,B,OK,60,6,941.7117074666667,531.4574,34285621,23446650,9479002,0.2764716519637096,0,0,0,0,0,6,0,0,4,4459.374666213989,925.5,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_07,C,WARN,60,6,1098.6393053333334,585.6647786666666,39999005,25838152,11294979,0.28238150926109706,0,0,0,915,0,6,0,0,4,4609.713037808736,938.8333333333334,tiny NIC drops 0.000014,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_07,D,WARN,60,6,627.8074128,518.093496,22857066,22857066,0,0.0,0,0,0,0,0,0,6,0,0,3947.908123334249,839,fallback used,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_08,A,OK,60,6,627.8074128,518.093496,22857066,22857066,0,0.0,0,0,0,0,0,0,0,0,0,3734.9849939346313,794,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_08,B,OK,60,6,941.7117074666667,531.46658,34285621,23447055,9479020,0.27647217696515336,0,0,0,0,0,6,0,0,4,4491.744915644328,925.5,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_08,C,WARN,60,6,1098.6511045333334,585.698144,39999434,25839624,11294079,0.28235597977803195,0,0,0,485,0,6,0,0,4,4607.41659005483,938.3333333333334,tiny NIC drops 0.000007,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_08,D,WARN,60,6,627.8074242666667,518.093496,22857067,22857066,0,0.0,0,0,0,0,0,0,6,0,0,3866.141200065613,840,fallback used,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_09,A,OK,60,6,627.8074357333334,518.093496,22857068,22857066,0,0.0,0,0,0,0,0,0,0,0,0,3782.915989557902,796,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_09,B,WARN,60,6,941.7048682666666,531.4505093333333,34285372,23446346,9479381,0.2764847145617304,0,0,0,249,0,6,0,0,4,4478.505492210388,925.5,tiny NIC drops 0.000004,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_09,C,OK,60,6,1098.6644258666668,585.6207826666666,39999919,25836211,11297867,0.28244725401687076,0,0,0,0,0,6,0,0,4,4707.023739814758,940.5,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_09,D,WARN,60,6,627.8074357333334,518.093496,22857068,22857066,0,0.0,0,0,0,0,0,1,5,0,0,4045.9206899007163,842.8333333333334,fallback used,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_10,A,OK,60,6,627.8074128,518.093496,22857066,22857066,0,0.0,0,0,0,0,0,0,0,0,0,3803.8127422332764,794,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_10,B,OK,60,6,941.7117189333333,531.515948,34285622,23449233,9476301,0.2763928725803996,0,0,0,0,0,6,0,0,4,4466.352065404256,924.8333333333334,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_10,C,OK,60,6,1098.6644144000002,585.679376,39999918,25838796,11295443,0.2823866538926405,0,0,0,0,0,6,0,0,4,4609.540541966756,939.5,clean,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
e4_agentic_rtx6000_realtime,agentic,Qwen/Qwen2.5-7B-Instruct,RTX A4000,disabled,run_10,D,WARN,60,6,627.8074128,518.093496,22857066,22857066,0,0.0,0,0,0,0,0,0,6,0,0,3950.8296648661294,839,fallback used,/home/ubuntu/agentic_qos_results/campaigns/campaign_20260511_agentic_rtx6000_realtime_5slices
