experiment,run,phase,elapsed_between_snapshots_s,access_rx_packets_delta,core_tx_packets_delta,access_rx_bytes_delta,core_tx_bytes_delta,estimated_access_rx_mbps_expected_window,estimated_core_tx_mbps_expected_window,estimated_access_rx_mbps_elapsed_window,estimated_core_tx_mbps_elapsed_window,pdr_to_gtpu_delta,pdr_fail_delta,gtpu_decap_delta,app_qer_pass_delta,app_qer_meter_red_delta,app_qer_fail_delta,session_qer_meter_red_delta,far_forward_delta,far_fail_delta,route_forward_delta,bad_route_delta,n3_rx_packets_delta,n6_tx_packets_delta,n3_rx_dropped_delta,n6_tx_dropped_delta,pfcp_sessions_before,pfcp_sessions_after,trex_has_error,trex_has_job_done,health_status,notes
e3_greedy,run_03,D,85.0,22857062.0,22857061.0,4708554652.0,3885700370.0,627.8072869333333,518.0933826666667,443.1580848941177,365.712976,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857061,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_04,A,85.0,22857062.0,22857061.0,4708554652.0,3885700370.0,627.8072869333333,518.0933826666667,443.1580848941177,365.712976,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857062,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_04,B,86.0,34285620.0,24800228.0,7062837720.0,4216038760.0,941.711696,562.1385013333334,657.00816,392.18965209302326,34285620,0,34285620,24800228,9485392,0,0,24800228,0,24800228,0,34285620,24800228,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_04,C,87.0,39999904.0,28686461.0,8239980104.0,4876698370.0,1098.6640138666667,650.2264493333333,757.699319908046,448.4320340229885,39999903,0,39999903,28686461,11313442,0,0,28686461,0,28686461,0,39999904,28686461,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_04,D,85.0,22857061.0,22857061.0,4708554566.0,3885700370.0,627.8072754666667,518.0933826666667,443.1580768,365.712976,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857061,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_05,A,84.0,22857062.0,22857061.0,4708554652.0,3885700370.0,627.8072869333333,518.0933826666667,448.43377638095234,370.0667019047619,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857061,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_05,B,84.0,34285620.0,24800382.0,7062837720.0,4216064940.0,941.711696,562.141992,672.6512114285715,401.5299942857143,34285620,0,34285620,24800382,9485238,0,0,24800382,0,24800382,0,34285620,24800382,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_05,C,84.0,39999904.0,28685205.0,8239980104.0,4876484850.0,1098.6640138666667,650.19798,784.7600099047619,464.4271285714286,39999903,0,39999903,28685205,11314698,0,0,28685205,0,28685205,0,39999904,28685205,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_05,D,85.0,22857061.0,22857061.0,4708554566.0,3885700370.0,627.8072754666667,518.0933826666667,443.1580768,365.712976,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857061,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_06,A,87.0,22857062.0,22857061.0,4708554652.0,3885700370.0,627.8072869333333,518.0933826666667,432.9705427126437,357.3057811494253,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857061,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_06,B,85.0,34285492.0,24800768.0,7062811352.0,4216130560.0,941.7081802666667,562.1507413333334,664.7351860705883,396.812288,34285492,0,34285492,24800768,9484724,0,0,24800768,0,24800768,0,34285493,24800768,128,0,5.0,5.0,False,False,WARN,"tiny NIC drops n3_rx=128, n6_tx=0, rate=0.000002"
e3_greedy,run_06,C,84.0,39999904.0,28688124.0,8239980104.0,4876981080.0,1098.6640138666667,650.264144,784.7600099047619,464.4743885714286,39999903,0,39999903,28688124,11311779,0,0,28688124,0,28688124,0,39999903,28688124,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_06,D,84.0,22857061.0,22857061.0,4708554566.0,3885700370.0,627.8072754666667,518.0933826666667,448.4337681904762,370.0667019047619,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857061,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_07,A,85.0,22857061.0,22857061.0,4708554566.0,3885700370.0,627.8072754666667,518.0933826666667,443.1580768,365.712976,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857061,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_07,B,86.0,34285012.0,24799813.0,7062712472.0,4215968210.0,941.6949962666666,562.1290946666667,656.9965090232558,392.1830893023256,34285012,0,34285012,24799813,9485199,0,0,24799813,0,24799813,0,34285012,24799813,608,0,5.0,5.0,False,False,WARN,"tiny NIC drops n3_rx=608, n6_tx=0, rate=0.000010"
e3_greedy,run_07,C,86.0,39999904.0,28686613.0,8239980104.0,4876724210.0,1098.6640138666667,650.2298946666666,766.5097771162791,453.6487637209302,39999903,0,39999903,28686613,11313290,0,0,28686613,0,28686613,0,39999904,28686613,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_07,D,84.0,22857061.0,22857061.0,4708554566.0,3885700370.0,627.8072754666667,518.0933826666667,448.4337681904762,370.0667019047619,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857061,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_08,A,86.0,22857061.0,22857061.0,4708554566.0,3885700370.0,627.8072754666667,518.0933826666667,438.00507590697674,361.46049953488375,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857061,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_08,B,84.0,34285620.0,24800733.0,7062837720.0,4216124610.0,941.711696,562.149948,672.6512114285715,401.53567714285714,34285620,0,34285620,24800733,9484887,0,0,24800733,0,24800733,0,34285620,24800733,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_08,C,84.0,39999904.0,28687015.0,8239980104.0,4876792550.0,1098.6640138666667,650.2390066666667,784.7600099047619,464.45643333333334,39999903,0,39999903,28687015,11312888,0,0,28687015,0,28687015,0,39999904,28687015,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_08,D,85.0,22857061.0,22857061.0,4708554566.0,3885700370.0,627.8072754666667,518.0933826666667,443.1580768,365.712976,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857061,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_09,A,84.0,22857061.0,22857061.0,4708554566.0,3885700370.0,627.8072754666667,518.0933826666667,448.4337681904762,370.0667019047619,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857061,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_09,B,84.0,34285620.0,24800449.0,7062837720.0,4216076330.0,941.711696,562.1435106666667,672.6512114285715,401.531079047619,34285620,0,34285620,24800449,9485171,0,0,24800449,0,24800449,0,34285621,24800449,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_09,C,84.0,39999155.0,28684948.0,8239825810.0,4876441160.0,1098.6434413333332,650.1921546666666,784.7453152380953,464.42296761904765,39999154,0,39999154,28684948,11314206,0,0,28684948,0,28684948,0,39999154,28684948,749,0,5.0,5.0,False,False,WARN,"tiny NIC drops n3_rx=749, n6_tx=0, rate=0.000011"
e3_greedy,run_09,D,85.0,22857061.0,22857061.0,4708554566.0,3885700370.0,627.8072754666667,518.0933826666667,443.1580768,365.712976,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857061,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_10,A,84.0,22857061.0,22857061.0,4708554566.0,3885700370.0,627.8072754666667,518.0933826666667,448.4337681904762,370.0667019047619,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857061,22857061,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_10,B,84.0,34285621.0,24800217.0,7062837806.0,4216036890.0,941.7117074666667,562.138252,672.6512196190477,401.52732285714285,34285620,0,34285620,24800217,9485403,0,0,24800217,0,24800217,0,34285621,24800217,0,0,5.0,5.0,False,False,OK,clean
e3_greedy,run_10,C,84.0,39998935.0,28684644.0,8239780610.0,4876389480.0,1098.6374146666667,650.185264,784.7410104761905,464.4180457142857,39998935,0,39998935,28684644,11314291,0,0,28684644,0,28684644,0,39998935,28684644,968,0,5.0,5.0,False,False,WARN,"tiny NIC drops n3_rx=968, n6_tx=0, rate=0.000014"
e3_greedy,run_10,D,84.0,22857062.0,22857061.0,4708554652.0,3885700370.0,627.8072869333333,518.0933826666667,448.43377638095234,370.0667019047619,22857061,0,22857061,22857061,0,0,0,22857061,0,22857061,0,22857062,22857061,0,0,5.0,5.0,False,False,OK,clean
